Period,Date_Range,Environment,Time,R_FR
May 2004,04-05/06/2004,MO 2m,8:20,0.98974
May 2004,04-05/06/2004,MO 2m,8:30,1.0
May 2004,04-05/06/2004,MO 2m,8:40,1.004
May 2004,04-05/06/2004,MO 2m,8:50,1.02734
May 2004,04-05/06/2004,MO 2m,9:00,1.04757
May 2004,04-05/06/2004,MO 2m,9:10,1.05459
May 2004,04-05/06/2004,MO 2m,9:20,1.05552
May 2004,04-05/06/2004,MO 2m,9:30,1.05872
May 2004,04-05/06/2004,MO 2m,9:40,1.06048
May 2004,04-05/06/2004,MO 2m,9:50,1.07143
May 2004,23-24/05/2004,MO 2m,10:00,1.14227
May 2004,23-24/05/2004,MO 2m,10:10,1.13593
May 2004,23-24/05/2004,MO 2m,10:20,1.14063
May 2004,23-24/05/2004,MO 2m,10:30,1.15337
May 2004,23-24/05/2004,MO 2m,10:40,1.15755
May 2004,23-24/05/2004,MO 2m,10:50,1.15925
May 2004,23-24/05/2004,MO 2m,11:00,1.17551
May 2004,23-24/05/2004,MO 2m,11:10,1.20161
May 2004,23-24/05/2004,MO 2m,11:20,1.20322
May 2004,23-24/05/2004,MO 2m,11:30,1.20267
May 2004,23-24/05/2004,MO 2m,11:40,1.20172
May 2004,23-24/05/2004,MO 2m,11:50,1.18714
May 2004,23-24/05/2004,MO 2m,12:00,1.16837
May 2004,23-24/05/2004,MO 2m,12:10,1.16469
May 2004,23-24/05/2004,MO 2m,12:20,1.16287
May 2004,23-24/05/2004,MO 2m,12:30,1.16921
May 2004,23-24/05/2004,MO 2m,12:40,1.17776
May 2004,23-24/05/2004,MO 2m,12:50,1.18259
May 2004,23-24/05/2004,MO 2m,13:00,1.19172
May 2004,23-24/05/2004,MO 2m,13:10,1.19256
May 2004,23-24/05/2004,MO 2m,13:20,1.20111
May 2004,23-24/05/2004,MO 2m,13:30,1.19852
May 2004,23-24/05/2004,MO 2m,13:40,1.16199
May 2004,23-24/05/2004,MO 2m,13:50,1.1487
May 2004,23-24/05/2004,MO 2m,14:00,1.15889
May 2004,23-24/05/2004,MO 2m,14:10,1.18407
May 2004,23-24/05/2004,MO 2m,14:20,1.19354
May 2004,23-24/05/2004,MO 2m,14:30,1.18077
May 2004,23-24/05/2004,MO 2m,14:40,1.10882
May 2004,23-24/05/2004,MO 2m,14:50,1.09299
May 2004,23-24/05/2004,MO 2m,15:00,1.1051
May 2004,23-24/05/2004,MO 2m,15:10,1.11457
May 2004,23-24/05/2004,MO 2m,15:20,1.09977
May 2004,23-24/05/2004,MO 2m,15:30,1.08948
May 2004,23-24/05/2004,MO 2m,15:40,1.08783
May 2004,23-24/05/2004,MO 2m,15:50,1.08942
May 2004,23-24/05/2004,MO 2m,16:00,1.09475
May 2004,23-24/05/2004,MO 2m,16:10,1.06543
May 2004,23-24/05/2004,MO 2m,16:20,1.06815
May 2004,23-24/05/2004,MO 2m,16:30,1.07647
May 2004,23-24/05/2004,MO 2m,16:40,1.10912
May 2004,23-24/05/2004,MO 2m,16:50,1.10739
May 2004,23-24/05/2004,MO 2m,17:00,1.12663
May 2004,23-24/05/2004,MO 2m,17:10,1.10832
May 2004,23-24/05/2004,MO 2m,17:20,1.09286
May 2004,23-24/05/2004,MO 2m,17:30,1.1335
May 2004,23-24/05/2004,MO 2m,17:40,1.10676
May 2004,23-24/05/2004,MO 2m,17:50,1.0892
May 2004,23-24/05/2004,MO 2m,18:00,1.19
May 2004,23-24/05/2004,MO 2m,18:10,1.06925
May 2004,23-24/05/2004,MO 2m,18:20,0.85806
May 2004,23-24/05/2004,MO 2m,7:20,0.23512
May 2004,23-24/05/2004,MO 2m,7:30,0.73879
May 2004,23-24/05/2004,MO 2m,7:40,0.95918
May 2004,23-24/05/2004,MO 2m,7:50,0.94017
May 2004,23-24/05/2004,MO 2m,8:00,0.99386
May 2004,23-24/05/2004,MO 2m,8:10,1.02832
May 2004,23-24/05/2004,MO 2m,8:20,1.06387
May 2004,23-24/05/2004,MO 2m,8:30,1.08115
May 2004,23-24/05/2004,MO 2m,8:40,1.10061
May 2004,23-24/05/2004,MO 2m,8:50,1.11732
May 2004,23-24/05/2004,MO 2m,9:00,1.15551
May 2004,23-24/05/2004,MO 2m,9:10,1.16268
May 2004,23-24/05/2004,MO 2m,9:20,1.1678
May 2004,23-24/05/2004,MO 2m,9:30,1.18493
May 2004,23-24/05/2004,MO 2m,9:40,1.17837
May 2004,23-24/05/2004,MO 2m,9:50,1.15264
May 2004,29-30/05/2004,MO 2m,10:00,1.09614
May 2004,29-30/05/2004,MO 2m,10:10,1.09714
May 2004,29-30/05/2004,MO 2m,10:20,1.09452
May 2004,29-30/05/2004,MO 2m,10:30,1.08404
May 2004,29-30/05/2004,MO 2m,10:40,1.09064
May 2004,29-30/05/2004,MO 2m,10:50,1.09096
May 2004,29-30/05/2004,MO 2m,11:00,1.08625
May 2004,29-30/05/2004,MO 2m,11:10,1.09912
May 2004,29-30/05/2004,MO 2m,11:20,1.09704
May 2004,29-30/05/2004,MO 2m,11:30,1.09718
May 2004,29-30/05/2004,MO 2m,11:40,1.10104
May 2004,29-30/05/2004,MO 2m,11:50,1.1079
May 2004,29-30/05/2004,MO 2m,12:00,1.12242
May 2004,29-30/05/2004,MO 2m,12:10,1.11032
May 2004,29-30/05/2004,MO 2m,12:20,1.11081
May 2004,29-30/05/2004,MO 2m,12:30,1.11953
May 2004,29-30/05/2004,MO 2m,12:40,1.12241
May 2004,29-30/05/2004,MO 2m,12:50,1.12071
May 2004,29-30/05/2004,MO 2m,13:00,1.12433
May 2004,29-30/05/2004,MO 2m,13:10,1.11165
May 2004,29-30/05/2004,MO 2m,13:20,1.11453
May 2004,29-30/05/2004,MO 2m,13:30,1.11452
May 2004,29-30/05/2004,MO 2m,13:40,1.11023
May 2004,29-30/05/2004,MO 2m,13:50,1.12226
May 2004,29-30/05/2004,MO 2m,14:00,1.13232
May 2004,29-30/05/2004,MO 2m,14:10,1.12535
May 2004,29-30/05/2004,MO 2m,14:20,1.0739
May 2004,29-30/05/2004,MO 2m,14:30,1.05049
May 2004,29-30/05/2004,MO 2m,14:40,1.08559
May 2004,29-30/05/2004,MO 2m,14:50,1.08756
May 2004,29-30/05/2004,MO 2m,15:00,1.08943
May 2004,29-30/05/2004,MO 2m,15:10,1.08804
May 2004,29-30/05/2004,MO 2m,15:20,1.0888
May 2004,29-30/05/2004,MO 2m,15:30,1.08671
May 2004,29-30/05/2004,MO 2m,15:40,1.08598
May 2004,29-30/05/2004,MO 2m,15:50,1.09437
May 2004,29-30/05/2004,MO 2m,16:00,1.09904
May 2004,29-30/05/2004,MO 2m,16:10,1.08561
May 2004,29-30/05/2004,MO 2m,16:20,1.07558
May 2004,29-30/05/2004,MO 2m,16:30,1.01737
May 2004,29-30/05/2004,MO 2m,16:40,1.07761
May 2004,29-30/05/2004,MO 2m,16:50,1.07492
May 2004,29-30/05/2004,MO 2m,17:00,1.06575
May 2004,29-30/05/2004,MO 2m,17:10,1.07358
May 2004,29-30/05/2004,MO 2m,17:20,1.05907
May 2004,29-30/05/2004,MO 2m,17:30,1.11162
May 2004,29-30/05/2004,MO 2m,17:40,1.03801
May 2004,29-30/05/2004,MO 2m,17:50,1.06954
May 2004,29-30/05/2004,MO 2m,18:00,1.07853
May 2004,29-30/05/2004,MO 2m,18:10,1.01522
May 2004,29-30/05/2004,MO 2m,18:20,0.87406
May 2004,29-30/05/2004,MO 2m,7:20,0.24124
May 2004,29-30/05/2004,MO 2m,7:30,0.66677
May 2004,29-30/05/2004,MO 2m,7:40,0.94693
May 2004,29-30/05/2004,MO 2m,7:50,1.03007
May 2004,29-30/05/2004,MO 2m,8:00,0.97515
May 2004,29-30/05/2004,MO 2m,8:10,0.99272
May 2004,29-30/05/2004,MO 2m,8:20,1.0076
May 2004,29-30/05/2004,MO 2m,8:30,1.02867
May 2004,29-30/05/2004,MO 2m,8:40,1.03366
May 2004,29-30/05/2004,MO 2m,8:50,1.06385
May 2004,29-30/05/2004,MO 2m,9:00,1.07924
May 2004,29-30/05/2004,MO 2m,9:10,1.07538
May 2004,29-30/05/2004,MO 2m,9:20,1.07238
May 2004,29-30/05/2004,MO 2m,9:30,1.07276
May 2004,29-30/05/2004,MO 2m,9:40,1.09355
May 2004,29-30/05/2004,MO 2m,9:50,1.09629
May 2004,03-04/06/2004,Open area 2m,10:00,1.09464
May 2004,03-04/06/2004,Open area 2m,10:10,1.10051
May 2004,03-04/06/2004,Open area 2m,10:20,1.08761
May 2004,03-04/06/2004,Open area 2m,10:30,1.09092
May 2004,03-04/06/2004,Open area 2m,10:40,1.09629
May 2004,03-04/06/2004,Open area 2m,10:50,1.09805
May 2004,03-04/06/2004,Open area 2m,11:00,1.09725
May 2004,03-04/06/2004,Open area 2m,11:10,1.0996
May 2004,03-04/06/2004,Open area 2m,11:20,1.0974
May 2004,03-04/06/2004,Open area 2m,11:30,1.09945
May 2004,03-04/06/2004,Open area 2m,11:40,1.10127
May 2004,03-04/06/2004,Open area 2m,11:50,1.10061
May 2004,03-04/06/2004,Open area 2m,12:00,1.1
May 2004,03-04/06/2004,Open area 2m,12:10,1.1002
May 2004,03-04/06/2004,Open area 2m,12:20,1.10086
May 2004,03-04/06/2004,Open area 2m,12:30,1.10019
May 2004,03-04/06/2004,Open area 2m,12:40,1.10177
May 2004,03-04/06/2004,Open area 2m,12:50,1.10296
May 2004,03-04/06/2004,Open area 2m,13:00,1.10328
May 2004,03-04/06/2004,Open area 2m,13:10,1.10368
May 2004,03-04/06/2004,Open area 2m,13:20,1.10145
May 2004,03-04/06/2004,Open area 2m,13:30,1.10365
May 2004,03-04/06/2004,Open area 2m,13:40,1.10443
May 2004,03-04/06/2004,Open area 2m,13:50,1.10244
May 2004,03-04/06/2004,Open area 2m,14:00,1.1007
May 2004,03-04/06/2004,Open area 2m,14:10,1.09955
May 2004,03-04/06/2004,Open area 2m,14:20,1.0989
May 2004,03-04/06/2004,Open area 2m,14:30,1.08057
May 2004,03-04/06/2004,Open area 2m,14:40,1.09812
May 2004,03-04/06/2004,Open area 2m,14:50,1.10704
May 2004,03-04/06/2004,Open area 2m,15:00,1.10651
May 2004,03-04/06/2004,Open area 2m,15:10,1.09614
May 2004,03-04/06/2004,Open area 2m,15:20,1.09293
May 2004,03-04/06/2004,Open area 2m,15:30,1.10459
May 2004,03-04/06/2004,Open area 2m,15:40,1.08296
May 2004,03-04/06/2004,Open area 2m,15:50,1.08317
May 2004,03-04/06/2004,Open area 2m,16:00,1.08983
May 2004,03-04/06/2004,Open area 2m,16:10,1.06459
May 2004,03-04/06/2004,Open area 2m,16:20,1.05313
May 2004,03-04/06/2004,Open area 2m,16:30,1.008
May 2004,03-04/06/2004,Open area 2m,16:40,1.0278
May 2004,03-04/06/2004,Open area 2m,16:50,1.07781
May 2004,03-04/06/2004,Open area 2m,17:00,1.17554
May 2004,03-04/06/2004,Open area 2m,17:10,1.19221
May 2004,03-04/06/2004,Open area 2m,17:20,1.17188
May 2004,03-04/06/2004,Open area 2m,17:30,1.1574
May 2004,03-04/06/2004,Open area 2m,17:40,1.11468
May 2004,03-04/06/2004,Open area 2m,17:50,1.09761
May 2004,03-04/06/2004,Open area 2m,18:00,1.14518
May 2004,03-04/06/2004,Open area 2m,18:10,1.08131
May 2004,03-04/06/2004,Open area 2m,18:20,0.90702
May 2004,03-04/06/2004,Open area 2m,7:20,0.53174
May 2004,03-04/06/2004,Open area 2m,7:30,0.77412
May 2004,03-04/06/2004,Open area 2m,7:40,0.93819
May 2004,03-04/06/2004,Open area 2m,7:50,1.1454
May 2004,03-04/06/2004,Open area 2m,8:00,1.17628
May 2004,03-04/06/2004,Open area 2m,8:10,1.19226
May 2004,03-04/06/2004,Open area 2m,8:20,1.16676
May 2004,03-04/06/2004,Open area 2m,8:30,1.19344
May 2004,03-04/06/2004,Open area 2m,8:40,1.05823
May 2004,03-04/06/2004,Open area 2m,8:50,1.05035
May 2004,03-04/06/2004,Open area 2m,9:00,1.05798
May 2004,03-04/06/2004,Open area 2m,9:10,1.06362
May 2004,03-04/06/2004,Open area 2m,9:20,1.06853
May 2004,03-04/06/2004,Open area 2m,9:30,1.07198
May 2004,03-04/06/2004,Open area 2m,9:40,1.07426
May 2004,03-04/06/2004,Open area 2m,9:50,1.08472
May 2004,06-07/06/2004,Open area 2m,10:00,1.11028
May 2004,06-07/06/2004,Open area 2m,10:10,1.11262
May 2004,06-07/06/2004,Open area 2m,10:20,1.11427
May 2004,06-07/06/2004,Open area 2m,10:30,1.11757
May 2004,06-07/06/2004,Open area 2m,10:40,1.14303
May 2004,06-07/06/2004,Open area 2m,10:50,1.1222
May 2004,06-07/06/2004,Open area 2m,11:00,1.12035
May 2004,06-07/06/2004,Open area 2m,11:10,1.11846
May 2004,06-07/06/2004,Open area 2m,11:20,1.11676
May 2004,06-07/06/2004,Open area 2m,11:30,1.11395
May 2004,06-07/06/2004,Open area 2m,11:40,1.12232
May 2004,06-07/06/2004,Open area 2m,11:50,1.11347
May 2004,06-07/06/2004,Open area 2m,12:00,1.12854
May 2004,06-07/06/2004,Open area 2m,12:10,1.13049
May 2004,06-07/06/2004,Open area 2m,12:20,1.17946
May 2004,06-07/06/2004,Open area 2m,12:30,1.15584
May 2004,06-07/06/2004,Open area 2m,12:40,1.14877
May 2004,06-07/06/2004,Open area 2m,12:50,1.14809
May 2004,06-07/06/2004,Open area 2m,13:00,1.16255
May 2004,06-07/06/2004,Open area 2m,13:10,1.13788
May 2004,06-07/06/2004,Open area 2m,13:20,1.12155
May 2004,06-07/06/2004,Open area 2m,13:30,1.13291
May 2004,06-07/06/2004,Open area 2m,13:40,1.13979
May 2004,06-07/06/2004,Open area 2m,13:50,1.13196
May 2004,06-07/06/2004,Open area 2m,14:00,1.17027
May 2004,06-07/06/2004,Open area 2m,14:10,1.17616
May 2004,06-07/06/2004,Open area 2m,14:20,1.17512
May 2004,06-07/06/2004,Open area 2m,14:30,1.16476
May 2004,06-07/06/2004,Open area 2m,14:40,1.10587
May 2004,06-07/06/2004,Open area 2m,14:50,1.09451
May 2004,06-07/06/2004,Open area 2m,15:00,1.08639
May 2004,06-07/06/2004,Open area 2m,15:10,1.08435
May 2004,06-07/06/2004,Open area 2m,15:20,1.08817
May 2004,06-07/06/2004,Open area 2m,15:30,1.09969
May 2004,06-07/06/2004,Open area 2m,15:40,1.08873
May 2004,06-07/06/2004,Open area 2m,15:50,1.12079
May 2004,06-07/06/2004,Open area 2m,16:00,1.10051
May 2004,06-07/06/2004,Open area 2m,16:10,1.07571
May 2004,06-07/06/2004,Open area 2m,16:20,1.13058
May 2004,06-07/06/2004,Open area 2m,16:30,1.13701
May 2004,06-07/06/2004,Open area 2m,16:40,1.15458
May 2004,06-07/06/2004,Open area 2m,16:50,1.1206
May 2004,06-07/06/2004,Open area 2m,17:00,1.09249
May 2004,06-07/06/2004,Open area 2m,17:10,1.16643
May 2004,06-07/06/2004,Open area 2m,17:20,1.18182
May 2004,06-07/06/2004,Open area 2m,17:30,1.13429
May 2004,06-07/06/2004,Open area 2m,17:40,1.19319
May 2004,06-07/06/2004,Open area 2m,17:50,1.19741
May 2004,06-07/06/2004,Open area 2m,18:00,1.16636
May 2004,06-07/06/2004,Open area 2m,18:10,1.12621
May 2004,06-07/06/2004,Open area 2m,18:20,0.95243
May 2004,06-07/06/2004,Open area 2m,7:20,0.51095
May 2004,06-07/06/2004,Open area 2m,7:30,0.70918
May 2004,06-07/06/2004,Open area 2m,7:40,0.87669
May 2004,06-07/06/2004,Open area 2m,7:50,1.07157
May 2004,06-07/06/2004,Open area 2m,8:00,1.20293
May 2004,06-07/06/2004,Open area 2m,8:10,1.19734
May 2004,06-07/06/2004,Open area 2m,8:20,1.1534
May 2004,06-07/06/2004,Open area 2m,8:30,1.1885
May 2004,06-07/06/2004,Open area 2m,8:40,1.18351
May 2004,06-07/06/2004,Open area 2m,8:50,1.09453
May 2004,06-07/06/2004,Open area 2m,9:00,1.034
May 2004,06-07/06/2004,Open area 2m,9:10,1.0979
May 2004,06-07/06/2004,Open area 2m,9:20,1.10023
May 2004,06-07/06/2004,Open area 2m,9:30,1.10427
May 2004,06-07/06/2004,Open area 2m,9:40,1.10646
May 2004,06-07/06/2004,Open area 2m,9:50,1.10903
May 2004,21-22/05/2004,Open area 2m,10:00,1.09951
May 2004,21-22/05/2004,Open area 2m,10:10,1.09875
May 2004,21-22/05/2004,Open area 2m,10:20,1.09829
May 2004,21-22/05/2004,Open area 2m,10:30,1.09684
May 2004,21-22/05/2004,Open area 2m,10:40,1.09611
May 2004,21-22/05/2004,Open area 2m,10:50,1.10079
May 2004,21-22/05/2004,Open area 2m,11:00,1.13493
May 2004,21-22/05/2004,Open area 2m,11:10,1.09759
May 2004,21-22/05/2004,Open area 2m,11:20,1.11813
May 2004,21-22/05/2004,Open area 2m,11:30,1.09709
May 2004,21-22/05/2004,Open area 2m,11:40,1.098
May 2004,21-22/05/2004,Open area 2m,11:50,1.09777
May 2004,21-22/05/2004,Open area 2m,12:00,1.09654
May 2004,21-22/05/2004,Open area 2m,12:10,1.09292
May 2004,21-22/05/2004,Open area 2m,12:20,1.12308
May 2004,21-22/05/2004,Open area 2m,12:30,1.09419
May 2004,21-22/05/2004,Open area 2m,12:40,1.09545
May 2004,21-22/05/2004,Open area 2m,12:50,1.09536
May 2004,21-22/05/2004,Open area 2m,13:00,1.09545
May 2004,21-22/05/2004,Open area 2m,13:10,1.09503
May 2004,21-22/05/2004,Open area 2m,13:20,1.20117
May 2004,21-22/05/2004,Open area 2m,13:30,1.12814
May 2004,21-22/05/2004,Open area 2m,13:40,1.09792
May 2004,21-22/05/2004,Open area 2m,13:50,1.18258
May 2004,21-22/05/2004,Open area 2m,14:00,1.08447
May 2004,21-22/05/2004,Open area 2m,14:10,1.09749
May 2004,21-22/05/2004,Open area 2m,14:20,1.13012
May 2004,21-22/05/2004,Open area 2m,14:30,1.10278
May 2004,21-22/05/2004,Open area 2m,14:40,1.11062
May 2004,21-22/05/2004,Open area 2m,14:50,1.10916
May 2004,21-22/05/2004,Open area 2m,15:00,1.10281
May 2004,21-22/05/2004,Open area 2m,15:10,1.14964
May 2004,21-22/05/2004,Open area 2m,15:20,1.10066
May 2004,21-22/05/2004,Open area 2m,15:30,1.10095
May 2004,21-22/05/2004,Open area 2m,15:40,1.10524
May 2004,21-22/05/2004,Open area 2m,15:50,1.10847
May 2004,21-22/05/2004,Open area 2m,16:00,1.11139
May 2004,21-22/05/2004,Open area 2m,16:10,1.11864
May 2004,21-22/05/2004,Open area 2m,16:20,1.16482
May 2004,21-22/05/2004,Open area 2m,16:30,1.15498
May 2004,21-22/05/2004,Open area 2m,16:40,1.17898
May 2004,21-22/05/2004,Open area 2m,16:50,1.17411
May 2004,21-22/05/2004,Open area 2m,17:00,1.10835
May 2004,21-22/05/2004,Open area 2m,17:10,1.11525
May 2004,21-22/05/2004,Open area 2m,17:20,1.07088
May 2004,21-22/05/2004,Open area 2m,17:30,1.11584
May 2004,21-22/05/2004,Open area 2m,17:40,1.09974
May 2004,21-22/05/2004,Open area 2m,17:50,1.15462
May 2004,21-22/05/2004,Open area 2m,18:00,1.11249
May 2004,21-22/05/2004,Open area 2m,18:10,1.06628
May 2004,21-22/05/2004,Open area 2m,18:20,1.01257
May 2004,21-22/05/2004,Open area 2m,7:20,0.58682
May 2004,21-22/05/2004,Open area 2m,7:30,0.90426
May 2004,21-22/05/2004,Open area 2m,7:40,1.0964
May 2004,21-22/05/2004,Open area 2m,7:50,1.04779
May 2004,21-22/05/2004,Open area 2m,8:00,1.01602
May 2004,21-22/05/2004,Open area 2m,8:10,1.0567
May 2004,21-22/05/2004,Open area 2m,8:20,1.07297
May 2004,21-22/05/2004,Open area 2m,8:30,1.068
May 2004,21-22/05/2004,Open area 2m,8:40,1.07545
May 2004,21-22/05/2004,Open area 2m,8:50,1.11166
May 2004,21-22/05/2004,Open area 2m,9:00,1.08809
May 2004,21-22/05/2004,Open area 2m,9:10,1.09121
May 2004,21-22/05/2004,Open area 2m,9:20,1.09244
May 2004,21-22/05/2004,Open area 2m,9:30,1.09404
May 2004,21-22/05/2004,Open area 2m,9:40,1.09815
May 2004,21-22/05/2004,Open area 2m,9:50,1.09943
May 2004,24-25/05/2004,Open area 2m,10:00,1.17129
May 2004,24-25/05/2004,Open area 2m,10:10,1.15004
May 2004,24-25/05/2004,Open area 2m,10:20,1.13021
May 2004,24-25/05/2004,Open area 2m,10:30,1.16086
May 2004,24-25/05/2004,Open area 2m,10:40,1.13312
May 2004,24-25/05/2004,Open area 2m,10:50,1.19752
May 2004,24-25/05/2004,Open area 2m,11:00,1.2042
May 2004,24-25/05/2004,Open area 2m,11:10,1.16265
May 2004,24-25/05/2004,Open area 2m,11:20,1.18253
May 2004,24-25/05/2004,Open area 2m,11:30,1.19734
May 2004,24-25/05/2004,Open area 2m,11:40,1.16149
May 2004,24-25/05/2004,Open area 2m,11:50,1.2755
May 2004,24-25/05/2004,Open area 2m,12:00,1.12112
May 2004,24-25/05/2004,Open area 2m,12:10,1.16524
May 2004,24-25/05/2004,Open area 2m,12:20,1.13348
May 2004,24-25/05/2004,Open area 2m,12:30,1.13846
May 2004,24-25/05/2004,Open area 2m,12:40,1.16726
May 2004,24-25/05/2004,Open area 2m,12:50,1.18686
May 2004,24-25/05/2004,Open area 2m,13:00,1.18642
May 2004,24-25/05/2004,Open area 2m,13:10,1.16237
May 2004,24-25/05/2004,Open area 2m,13:20,1.18263
May 2004,24-25/05/2004,Open area 2m,13:30,1.19134
May 2004,24-25/05/2004,Open area 2m,13:40,1.17884
May 2004,24-25/05/2004,Open area 2m,13:50,1.16838
May 2004,24-25/05/2004,Open area 2m,14:00,1.18198
May 2004,24-25/05/2004,Open area 2m,14:10,1.1877
May 2004,24-25/05/2004,Open area 2m,14:20,1.15798
May 2004,24-25/05/2004,Open area 2m,14:30,1.12645
May 2004,24-25/05/2004,Open area 2m,14:40,1.18606
May 2004,24-25/05/2004,Open area 2m,14:50,1.20441
May 2004,24-25/05/2004,Open area 2m,15:00,1.17655
May 2004,24-25/05/2004,Open area 2m,15:10,1.20676
May 2004,24-25/05/2004,Open area 2m,15:20,1.18886
May 2004,24-25/05/2004,Open area 2m,15:30,1.1702
May 2004,24-25/05/2004,Open area 2m,15:40,1.18367
May 2004,24-25/05/2004,Open area 2m,15:50,1.18923
May 2004,24-25/05/2004,Open area 2m,16:00,1.17631
May 2004,24-25/05/2004,Open area 2m,16:10,1.16116
May 2004,24-25/05/2004,Open area 2m,16:20,1.16842
May 2004,24-25/05/2004,Open area 2m,16:30,1.19303
May 2004,24-25/05/2004,Open area 2m,16:40,1.13406
May 2004,24-25/05/2004,Open area 2m,16:50,1.20277
May 2004,24-25/05/2004,Open area 2m,17:00,1.16942
May 2004,24-25/05/2004,Open area 2m,17:10,1.1717
May 2004,24-25/05/2004,Open area 2m,17:20,1.15744
May 2004,24-25/05/2004,Open area 2m,17:30,1.16126
May 2004,24-25/05/2004,Open area 2m,17:40,1.16789
May 2004,24-25/05/2004,Open area 2m,17:50,1.1313
May 2004,24-25/05/2004,Open area 2m,18:00,1.18343
May 2004,24-25/05/2004,Open area 2m,18:10,1.18824
May 2004,24-25/05/2004,Open area 2m,18:20,1.06342
May 2004,24-25/05/2004,Open area 2m,7:20,0.18503
May 2004,24-25/05/2004,Open area 2m,7:30,0.81531
May 2004,24-25/05/2004,Open area 2m,7:40,1.18005
May 2004,24-25/05/2004,Open area 2m,7:50,1.18722
May 2004,24-25/05/2004,Open area 2m,8:00,1.15519
May 2004,24-25/05/2004,Open area 2m,8:10,1.12549
May 2004,24-25/05/2004,Open area 2m,8:20,1.10894
May 2004,24-25/05/2004,Open area 2m,8:30,1.12735
May 2004,24-25/05/2004,Open area 2m,8:40,1.16569
May 2004,24-25/05/2004,Open area 2m,8:50,1.13297
May 2004,24-25/05/2004,Open area 2m,9:00,1.16539
May 2004,24-25/05/2004,Open area 2m,9:10,1.16175
May 2004,24-25/05/2004,Open area 2m,9:20,1.20147
May 2004,24-25/05/2004,Open area 2m,9:30,1.18973
May 2004,24-25/05/2004,Open area 2m,9:40,1.12016
May 2004,24-25/05/2004,Open area 2m,9:50,1.15671
May 2004,28-29/05/2004,Open area 2m,10:00,1.06216
May 2004,28-29/05/2004,Open area 2m,10:10,1.06111
May 2004,28-29/05/2004,Open area 2m,10:20,1.06076
May 2004,28-29/05/2004,Open area 2m,10:30,1.06163
May 2004,28-29/05/2004,Open area 2m,10:40,1.06225
May 2004,28-29/05/2004,Open area 2m,10:50,1.06263
May 2004,28-29/05/2004,Open area 2m,11:00,1.06334
May 2004,28-29/05/2004,Open area 2m,11:10,1.06379
May 2004,28-29/05/2004,Open area 2m,11:20,1.06374
May 2004,28-29/05/2004,Open area 2m,11:30,1.06226
May 2004,28-29/05/2004,Open area 2m,11:40,1.06167
May 2004,28-29/05/2004,Open area 2m,11:50,1.06122
May 2004,28-29/05/2004,Open area 2m,12:00,1.08056
May 2004,28-29/05/2004,Open area 2m,12:10,1.10037
May 2004,28-29/05/2004,Open area 2m,12:20,1.0609
May 2004,28-29/05/2004,Open area 2m,12:30,1.06021
May 2004,28-29/05/2004,Open area 2m,12:40,1.05984
May 2004,28-29/05/2004,Open area 2m,12:50,1.05943
May 2004,28-29/05/2004,Open area 2m,13:00,1.05842
May 2004,28-29/05/2004,Open area 2m,13:10,1.05635
May 2004,28-29/05/2004,Open area 2m,13:20,1.05495
May 2004,28-29/05/2004,Open area 2m,13:30,1.0568
May 2004,28-29/05/2004,Open area 2m,13:40,1.05314
May 2004,28-29/05/2004,Open area 2m,13:50,1.053
May 2004,28-29/05/2004,Open area 2m,14:00,1.05192
May 2004,28-29/05/2004,Open area 2m,14:10,1.05023
May 2004,28-29/05/2004,Open area 2m,14:20,1.04961
May 2004,28-29/05/2004,Open area 2m,14:30,1.06531
May 2004,28-29/05/2004,Open area 2m,14:40,1.05665
May 2004,28-29/05/2004,Open area 2m,14:50,1.04499
May 2004,28-29/05/2004,Open area 2m,15:00,1.03528
May 2004,28-29/05/2004,Open area 2m,15:10,1.03319
May 2004,28-29/05/2004,Open area 2m,15:20,1.03424
May 2004,28-29/05/2004,Open area 2m,15:30,1.02926
May 2004,28-29/05/2004,Open area 2m,15:40,1.01884
May 2004,28-29/05/2004,Open area 2m,15:50,1.08012
May 2004,28-29/05/2004,Open area 2m,16:00,1.00605
May 2004,28-29/05/2004,Open area 2m,16:10,1.10026
May 2004,28-29/05/2004,Open area 2m,16:20,1.07163
May 2004,28-29/05/2004,Open area 2m,16:30,1.05922
May 2004,28-29/05/2004,Open area 2m,16:40,1.13814
May 2004,28-29/05/2004,Open area 2m,16:50,1.20106
May 2004,28-29/05/2004,Open area 2m,17:00,1.16484
May 2004,28-29/05/2004,Open area 2m,17:10,1.10781
May 2004,28-29/05/2004,Open area 2m,17:20,1.18379
May 2004,28-29/05/2004,Open area 2m,17:30,1.17492
May 2004,28-29/05/2004,Open area 2m,17:40,1.16091
May 2004,28-29/05/2004,Open area 2m,17:50,1.14697
May 2004,28-29/05/2004,Open area 2m,18:00,1.15637
May 2004,28-29/05/2004,Open area 2m,18:10,1.101
May 2004,28-29/05/2004,Open area 2m,18:20,0.90011
May 2004,28-29/05/2004,Open area 2m,7:20,0.51724
May 2004,28-29/05/2004,Open area 2m,7:30,0.73346
May 2004,28-29/05/2004,Open area 2m,7:40,0.92591
May 2004,28-29/05/2004,Open area 2m,7:50,1.1045
May 2004,28-29/05/2004,Open area 2m,8:00,1.17691
May 2004,28-29/05/2004,Open area 2m,8:10,1.18722
May 2004,28-29/05/2004,Open area 2m,8:20,1.1666
May 2004,28-29/05/2004,Open area 2m,8:30,1.18948
