Period,Date_Range,Environment,Time,PPFD
May 2004,21-22/05/2004,MO 2m,10:00,191.2
May 2004,21-22/05/2004,MO 2m,10:10,569.8
May 2004,21-22/05/2004,MO 2m,10:20,271.7
May 2004,21-22/05/2004,MO 2m,10:30,589.8
May 2004,21-22/05/2004,MO 2m,10:40,729.1
May 2004,21-22/05/2004,MO 2m,10:50,631.2
May 2004,21-22/05/2004,MO 2m,11:00,417.4
May 2004,21-22/05/2004,MO 2m,11:10,194.3
May 2004,21-22/05/2004,MO 2m,11:20,911.0
May 2004,21-22/05/2004,MO 2m,11:30,459.1
May 2004,21-22/05/2004,MO 2m,11:40,166.1
May 2004,21-22/05/2004,MO 2m,11:50,1037.0
May 2004,21-22/05/2004,MO 2m,12:00,1083.0
May 2004,21-22/05/2004,MO 2m,12:10,596.5
May 2004,21-22/05/2004,MO 2m,12:20,652.8
May 2004,21-22/05/2004,MO 2m,12:30,928.9
May 2004,21-22/05/2004,MO 2m,12:40,797.9
May 2004,21-22/05/2004,MO 2m,12:50,539.8
May 2004,21-22/05/2004,MO 2m,13:00,398.8
May 2004,21-22/05/2004,MO 2m,13:10,592.0
May 2004,21-22/05/2004,MO 2m,13:20,939.3
May 2004,21-22/05/2004,MO 2m,13:30,966.2
May 2004,21-22/05/2004,MO 2m,13:40,1071.0
May 2004,21-22/05/2004,MO 2m,13:50,1036.0
May 2004,21-22/05/2004,MO 2m,14:00,962.2
May 2004,21-22/05/2004,MO 2m,14:10,544.9
May 2004,21-22/05/2004,MO 2m,14:20,450.6
May 2004,21-22/05/2004,MO 2m,14:30,1076.0
May 2004,21-22/05/2004,MO 2m,14:40,7.907
May 2004,21-22/05/2004,MO 2m,14:50,6.557
May 2004,21-22/05/2004,MO 2m,15:00,82.85
May 2004,21-22/05/2004,MO 2m,15:10,76.93
May 2004,21-22/05/2004,MO 2m,15:20,58.68
May 2004,21-22/05/2004,MO 2m,15:30,91.28
May 2004,21-22/05/2004,MO 2m,15:40,107.4
May 2004,21-22/05/2004,MO 2m,15:50,83.81
May 2004,21-22/05/2004,MO 2m,16:00,72.84
May 2004,21-22/05/2004,MO 2m,16:10,60.91
May 2004,21-22/05/2004,MO 2m,16:20,41.71
May 2004,21-22/05/2004,MO 2m,16:30,31.84
May 2004,21-22/05/2004,MO 2m,16:40,28.44
May 2004,21-22/05/2004,MO 2m,16:50,16.48
May 2004,21-22/05/2004,MO 2m,17:00,17.6
May 2004,21-22/05/2004,MO 2m,17:10,28.22
May 2004,21-22/05/2004,MO 2m,17:20,24.59
May 2004,21-22/05/2004,MO 2m,17:30,17.64
May 2004,21-22/05/2004,MO 2m,17:40,8.545
May 2004,21-22/05/2004,MO 2m,17:50,8.733
May 2004,21-22/05/2004,MO 2m,18:00,4.734
May 2004,21-22/05/2004,MO 2m,18:10,2.636
May 2004,21-22/05/2004,MO 2m,18:20,0.6595
May 2004,21-22/05/2004,MO 2m,7:20,0.02929
May 2004,21-22/05/2004,MO 2m,7:30,0.3204
May 2004,21-22/05/2004,MO 2m,7:40,0.7601
May 2004,21-22/05/2004,MO 2m,7:50,3.327
May 2004,21-22/05/2004,MO 2m,8:00,4.834
May 2004,21-22/05/2004,MO 2m,8:10,7.991
May 2004,21-22/05/2004,MO 2m,8:20,20.38
May 2004,21-22/05/2004,MO 2m,8:30,55.5
May 2004,21-22/05/2004,MO 2m,8:40,67.22
May 2004,21-22/05/2004,MO 2m,8:50,75.22
May 2004,21-22/05/2004,MO 2m,9:00,131.4
May 2004,21-22/05/2004,MO 2m,9:10,128.8
May 2004,21-22/05/2004,MO 2m,9:20,152.0
May 2004,21-22/05/2004,MO 2m,9:30,160.5
May 2004,21-22/05/2004,MO 2m,9:40,160.6
May 2004,21-22/05/2004,MO 2m,9:50,201.7
May 2004,09-10/05/2004,Open area 2m,10:00,450.3
May 2004,09-10/05/2004,Open area 2m,10:10,480.4
May 2004,09-10/05/2004,Open area 2m,10:20,515.1
May 2004,09-10/05/2004,Open area 2m,10:30,544.3
May 2004,09-10/05/2004,Open area 2m,10:40,565.1
May 2004,09-10/05/2004,Open area 2m,10:50,988.3
May 2004,09-10/05/2004,Open area 2m,11:00,610.0
May 2004,09-10/05/2004,Open area 2m,11:10,636.6
May 2004,09-10/05/2004,Open area 2m,11:20,661.2
May 2004,09-10/05/2004,Open area 2m,11:30,670.3
May 2004,09-10/05/2004,Open area 2m,11:40,664.5
May 2004,09-10/05/2004,Open area 2m,11:50,699.6
May 2004,09-10/05/2004,Open area 2m,12:00,714.9
May 2004,09-10/05/2004,Open area 2m,12:10,734.9
May 2004,09-10/05/2004,Open area 2m,12:20,749.5
May 2004,09-10/05/2004,Open area 2m,12:30,420.0
May 2004,09-10/05/2004,Open area 2m,12:40,448.0
May 2004,09-10/05/2004,Open area 2m,12:50,718.6
May 2004,09-10/05/2004,Open area 2m,13:00,880.9
May 2004,09-10/05/2004,Open area 2m,13:10,857.7
May 2004,09-10/05/2004,Open area 2m,13:20,827.4
May 2004,09-10/05/2004,Open area 2m,13:30,861.6
May 2004,09-10/05/2004,Open area 2m,13:40,860.6
May 2004,09-10/05/2004,Open area 2m,13:50,731.8
May 2004,09-10/05/2004,Open area 2m,14:00,974.8
May 2004,09-10/05/2004,Open area 2m,14:10,744.9
May 2004,09-10/05/2004,Open area 2m,14:20,774.8
May 2004,09-10/05/2004,Open area 2m,14:30,644.9
May 2004,09-10/05/2004,Open area 2m,14:40,687.3
May 2004,09-10/05/2004,Open area 2m,14:50,503.1
May 2004,09-10/05/2004,Open area 2m,15:00,541.6
May 2004,09-10/05/2004,Open area 2m,15:10,554.6
May 2004,09-10/05/2004,Open area 2m,15:20,521.5
May 2004,09-10/05/2004,Open area 2m,15:30,487.2
May 2004,09-10/05/2004,Open area 2m,15:40,415.4
May 2004,09-10/05/2004,Open area 2m,15:50,457.4
May 2004,09-10/05/2004,Open area 2m,16:00,433.9
May 2004,09-10/05/2004,Open area 2m,16:10,400.5
May 2004,09-10/05/2004,Open area 2m,16:20,366.9
May 2004,09-10/05/2004,Open area 2m,16:30,300.4
May 2004,09-10/05/2004,Open area 2m,16:40,266.0
May 2004,09-10/05/2004,Open area 2m,16:50,266.2
May 2004,09-10/05/2004,Open area 2m,17:00,144.9
May 2004,09-10/05/2004,Open area 2m,17:10,68.78
May 2004,09-10/05/2004,Open area 2m,17:20,56.01
May 2004,09-10/05/2004,Open area 2m,17:30,49.72
May 2004,09-10/05/2004,Open area 2m,17:40,44.01
May 2004,09-10/05/2004,Open area 2m,17:50,30.2
May 2004,09-10/05/2004,Open area 2m,18:00,25.08
May 2004,09-10/05/2004,Open area 2m,18:10,17.81
May 2004,09-10/05/2004,Open area 2m,18:20,9.76
May 2004,09-10/05/2004,Open area 2m,7:20,1.37
May 2004,09-10/05/2004,Open area 2m,7:30,4.55
May 2004,09-10/05/2004,Open area 2m,7:40,12.15
May 2004,09-10/05/2004,Open area 2m,7:50,19.88
May 2004,09-10/05/2004,Open area 2m,8:00,29.5
May 2004,09-10/05/2004,Open area 2m,8:10,44.81
May 2004,09-10/05/2004,Open area 2m,8:20,164.8
May 2004,09-10/05/2004,Open area 2m,8:30,202.9
May 2004,09-10/05/2004,Open area 2m,8:40,215.5
May 2004,09-10/05/2004,Open area 2m,8:50,273.8
May 2004,09-10/05/2004,Open area 2m,9:00,321.3
May 2004,09-10/05/2004,Open area 2m,9:10,326.1
May 2004,09-10/05/2004,Open area 2m,9:20,333.5
May 2004,09-10/05/2004,Open area 2m,9:30,347.5
May 2004,09-10/05/2004,Open area 2m,9:40,388.9
May 2004,09-10/05/2004,Open area 2m,9:50,423.7
May 2004,11-12/05/2004,Open area 2m,10:00,341.06
May 2004,11-12/05/2004,Open area 2m,10:10,480.61
May 2004,11-12/05/2004,Open area 2m,10:20,482.87
May 2004,11-12/05/2004,Open area 2m,10:30,561.56
May 2004,11-12/05/2004,Open area 2m,10:40,554.35
May 2004,11-12/05/2004,Open area 2m,10:50,784.3
May 2004,11-12/05/2004,Open area 2m,11:00,781.9
May 2004,11-12/05/2004,Open area 2m,11:10,799.3
May 2004,11-12/05/2004,Open area 2m,11:20,755.7
May 2004,11-12/05/2004,Open area 2m,11:30,771.2
May 2004,11-12/05/2004,Open area 2m,11:40,671.9
May 2004,11-12/05/2004,Open area 2m,11:50,648.6
May 2004,11-12/05/2004,Open area 2m,12:00,664.2
May 2004,11-12/05/2004,Open area 2m,12:10,642.3
May 2004,11-12/05/2004,Open area 2m,12:20,778.3
May 2004,11-12/05/2004,Open area 2m,12:30,965.8
May 2004,11-12/05/2004,Open area 2m,12:40,949.7
May 2004,11-12/05/2004,Open area 2m,12:50,867.7
May 2004,11-12/05/2004,Open area 2m,13:00,742.7
May 2004,11-12/05/2004,Open area 2m,13:10,622.9
May 2004,11-12/05/2004,Open area 2m,13:20,687.7
May 2004,11-12/05/2004,Open area 2m,13:30,1360.0
May 2004,11-12/05/2004,Open area 2m,13:40,1310.0
May 2004,11-12/05/2004,Open area 2m,13:50,836.0
May 2004,11-12/05/2004,Open area 2m,14:00,587.1
May 2004,11-12/05/2004,Open area 2m,14:10,593.2
May 2004,11-12/05/2004,Open area 2m,14:20,574.0
May 2004,11-12/05/2004,Open area 2m,14:30,587.7
May 2004,11-12/05/2004,Open area 2m,14:40,761.0
May 2004,11-12/05/2004,Open area 2m,14:50,837.9
May 2004,11-12/05/2004,Open area 2m,15:00,764.4
May 2004,11-12/05/2004,Open area 2m,15:10,613.9
May 2004,11-12/05/2004,Open area 2m,15:20,562.6
May 2004,11-12/05/2004,Open area 2m,15:30,449.4
May 2004,11-12/05/2004,Open area 2m,15:40,468.6
May 2004,11-12/05/2004,Open area 2m,15:50,582.4
May 2004,11-12/05/2004,Open area 2m,16:00,514.0
May 2004,11-12/05/2004,Open area 2m,16:10,328.8
May 2004,11-12/05/2004,Open area 2m,16:20,376.5
May 2004,11-12/05/2004,Open area 2m,16:30,400.6
May 2004,11-12/05/2004,Open area 2m,16:40,219.3
May 2004,11-12/05/2004,Open area 2m,16:50,191.3
May 2004,11-12/05/2004,Open area 2m,17:00,179.5
May 2004,11-12/05/2004,Open area 2m,17:10,156.1
May 2004,11-12/05/2004,Open area 2m,17:20,128.6
May 2004,11-12/05/2004,Open area 2m,17:30,82.44
May 2004,11-12/05/2004,Open area 2m,17:40,45.43
May 2004,11-12/05/2004,Open area 2m,17:50,30.25
May 2004,11-12/05/2004,Open area 2m,18:00,27.82
May 2004,11-12/05/2004,Open area 2m,18:10,18.85
May 2004,11-12/05/2004,Open area 2m,18:20,9.69
May 2004,11-12/05/2004,Open area 2m,7:20,1.87
May 2004,11-12/05/2004,Open area 2m,7:30,5.9
May 2004,11-12/05/2004,Open area 2m,7:40,9.4
May 2004,11-12/05/2004,Open area 2m,7:50,11.37
May 2004,11-12/05/2004,Open area 2m,8:00,14.97
May 2004,11-12/05/2004,Open area 2m,8:10,29.5
May 2004,11-12/05/2004,Open area 2m,8:20,140.88
May 2004,11-12/05/2004,Open area 2m,8:30,150.08
May 2004,11-12/05/2004,Open area 2m,8:40,152.32
May 2004,11-12/05/2004,Open area 2m,8:50,226.38
May 2004,11-12/05/2004,Open area 2m,9:00,255.74
May 2004,11-12/05/2004,Open area 2m,9:10,238.44
May 2004,11-12/05/2004,Open area 2m,9:20,269.63
May 2004,11-12/05/2004,Open area 2m,9:30,292.44
May 2004,11-12/05/2004,Open area 2m,9:40,350.6
May 2004,11-12/05/2004,Open area 2m,9:50,330.59
May 2004,14-15/05/2004,Open area 2m,10:00,237.0
May 2004,14-15/05/2004,Open area 2m,10:10,517.1
May 2004,14-15/05/2004,Open area 2m,10:20,319.8
May 2004,14-15/05/2004,Open area 2m,10:30,325.9
May 2004,14-15/05/2004,Open area 2m,10:40,508.2
May 2004,14-15/05/2004,Open area 2m,10:50,661.0
May 2004,14-15/05/2004,Open area 2m,11:00,440.6
May 2004,14-15/05/2004,Open area 2m,11:10,432.4
May 2004,14-15/05/2004,Open area 2m,11:20,360.6
May 2004,14-15/05/2004,Open area 2m,11:30,946.8
May 2004,14-15/05/2004,Open area 2m,11:40,508.1
May 2004,14-15/05/2004,Open area 2m,11:50,601.1
May 2004,14-15/05/2004,Open area 2m,12:00,566.5
May 2004,14-15/05/2004,Open area 2m,12:10,944.2
May 2004,14-15/05/2004,Open area 2m,12:20,948.2
May 2004,14-15/05/2004,Open area 2m,12:30,409.8
May 2004,14-15/05/2004,Open area 2m,12:40,222.1
May 2004,14-15/05/2004,Open area 2m,12:50,329.1
May 2004,14-15/05/2004,Open area 2m,13:00,402.2
May 2004,14-15/05/2004,Open area 2m,13:10,308.0
May 2004,14-15/05/2004,Open area 2m,13:20,319.6
May 2004,14-15/05/2004,Open area 2m,13:30,471.2
May 2004,14-15/05/2004,Open area 2m,13:40,585.8
May 2004,14-15/05/2004,Open area 2m,13:50,626.7
May 2004,14-15/05/2004,Open area 2m,14:00,541.2
May 2004,14-15/05/2004,Open area 2m,14:10,467.6
May 2004,14-15/05/2004,Open area 2m,14:20,526.9
May 2004,14-15/05/2004,Open area 2m,14:30,256.7
May 2004,14-15/05/2004,Open area 2m,14:40,310.8
May 2004,14-15/05/2004,Open area 2m,14:50,346.7
May 2004,14-15/05/2004,Open area 2m,15:00,372.2
May 2004,14-15/05/2004,Open area 2m,15:10,225.8
May 2004,14-15/05/2004,Open area 2m,15:20,265.4
May 2004,14-15/05/2004,Open area 2m,15:30,324.0
May 2004,14-15/05/2004,Open area 2m,15:40,154.1
May 2004,14-15/05/2004,Open area 2m,15:50,154.5
May 2004,14-15/05/2004,Open area 2m,16:00,249.8
May 2004,14-15/05/2004,Open area 2m,16:10,194.8
May 2004,14-15/05/2004,Open area 2m,16:20,146.6
May 2004,14-15/05/2004,Open area 2m,16:30,110.8
May 2004,14-15/05/2004,Open area 2m,16:40,80.29
May 2004,14-15/05/2004,Open area 2m,16:50,84.35
May 2004,14-15/05/2004,Open area 2m,17:00,152.7
May 2004,14-15/05/2004,Open area 2m,17:10,100.5
May 2004,14-15/05/2004,Open area 2m,17:20,76.68
May 2004,14-15/05/2004,Open area 2m,17:30,64.13
May 2004,14-15/05/2004,Open area 2m,17:40,80.16
May 2004,14-15/05/2004,Open area 2m,17:50,42.51
May 2004,14-15/05/2004,Open area 2m,18:00,24.33
May 2004,14-15/05/2004,Open area 2m,18:10,16.37
May 2004,14-15/05/2004,Open area 2m,18:20,4.93
May 2004,14-15/05/2004,Open area 2m,7:20,2.0
May 2004,14-15/05/2004,Open area 2m,7:30,5.13
May 2004,14-15/05/2004,Open area 2m,7:40,14.67
May 2004,14-15/05/2004,Open area 2m,7:50,28.6
May 2004,14-15/05/2004,Open area 2m,8:00,44.31
May 2004,14-15/05/2004,Open area 2m,8:10,64.29
May 2004,14-15/05/2004,Open area 2m,8:20,80.51
May 2004,14-15/05/2004,Open area 2m,8:30,90.91
May 2004,14-15/05/2004,Open area 2m,8:40,103.9
May 2004,14-15/05/2004,Open area 2m,8:50,147.9
May 2004,14-15/05/2004,Open area 2m,9:00,190.1
May 2004,14-15/05/2004,Open area 2m,9:10,287.2
May 2004,14-15/05/2004,Open area 2m,9:20,197.3
May 2004,14-15/05/2004,Open area 2m,9:30,273.2
May 2004,14-15/05/2004,Open area 2m,9:40,332.2
May 2004,14-15/05/2004,Open area 2m,9:50,449.4
May 2004,17-18/05/2004,Open area 2m,10:00,490.68
May 2004,17-18/05/2004,Open area 2m,10:10,549.09
May 2004,17-18/05/2004,Open area 2m,10:20,663.12
May 2004,17-18/05/2004,Open area 2m,10:30,699.66
May 2004,17-18/05/2004,Open area 2m,10:40,723.51
May 2004,17-18/05/2004,Open area 2m,10:50,669.3
May 2004,17-18/05/2004,Open area 2m,11:00,775.56
May 2004,17-18/05/2004,Open area 2m,11:10,761.52
May 2004,17-18/05/2004,Open area 2m,11:20,736.56
May 2004,17-18/05/2004,Open area 2m,11:30,779.16
May 2004,17-18/05/2004,Open area 2m,11:40,765.96
May 2004,17-18/05/2004,Open area 2m,11:50,718.56
May 2004,17-18/05/2004,Open area 2m,12:00,732.48
May 2004,17-18/05/2004,Open area 2m,12:10,730.56
May 2004,17-18/05/2004,Open area 2m,12:20,746.64
May 2004,17-18/05/2004,Open area 2m,12:30,747.84
May 2004,17-18/05/2004,Open area 2m,12:40,773.16
May 2004,17-18/05/2004,Open area 2m,12:50,814.8
May 2004,17-18/05/2004,Open area 2m,13:00,824.28
May 2004,17-18/05/2004,Open area 2m,13:10,817.56
May 2004,17-18/05/2004,Open area 2m,13:20,792.48
May 2004,17-18/05/2004,Open area 2m,13:30,804.6
May 2004,17-18/05/2004,Open area 2m,13:40,829.8
May 2004,17-18/05/2004,Open area 2m,13:50,816.96
May 2004,17-18/05/2004,Open area 2m,14:00,805.56
May 2004,17-18/05/2004,Open area 2m,14:10,806.52
May 2004,17-18/05/2004,Open area 2m,14:20,780.48
May 2004,17-18/05/2004,Open area 2m,14:30,798.48
May 2004,17-18/05/2004,Open area 2m,14:40,686.0
May 2004,17-18/05/2004,Open area 2m,14:50,463.4
May 2004,17-18/05/2004,Open area 2m,15:00,652.3
May 2004,17-18/05/2004,Open area 2m,15:10,893.5
May 2004,17-18/05/2004,Open area 2m,15:20,879.3
May 2004,17-18/05/2004,Open area 2m,15:30,854.7
May 2004,17-18/05/2004,Open area 2m,15:40,787.7
May 2004,17-18/05/2004,Open area 2m,15:50,734.1
May 2004,17-18/05/2004,Open area 2m,16:00,682.0
May 2004,17-18/05/2004,Open area 2m,16:10,645.1
May 2004,17-18/05/2004,Open area 2m,16:20,465.1
May 2004,17-18/05/2004,Open area 2m,16:30,239.2
May 2004,17-18/05/2004,Open area 2m,16:40,193.0
May 2004,17-18/05/2004,Open area 2m,16:50,188.6
May 2004,17-18/05/2004,Open area 2m,17:00,281.5
May 2004,17-18/05/2004,Open area 2m,17:10,229.1
May 2004,17-18/05/2004,Open area 2m,17:20,85.93
May 2004,17-18/05/2004,Open area 2m,17:30,67.38
May 2004,17-18/05/2004,Open area 2m,17:40,57.75
May 2004,17-18/05/2004,Open area 2m,17:50,44.28
May 2004,17-18/05/2004,Open area 2m,18:00,29.05
May 2004,17-18/05/2004,Open area 2m,18:10,17.45
May 2004,17-18/05/2004,Open area 2m,18:20,7.21
May 2004,17-18/05/2004,Open area 2m,7:20,1.44
May 2004,17-18/05/2004,Open area 2m,7:30,4.56
May 2004,17-18/05/2004,Open area 2m,7:40,11.96
May 2004,17-18/05/2004,Open area 2m,7:50,23.35
May 2004,17-18/05/2004,Open area 2m,8:00,34.44
May 2004,17-18/05/2004,Open area 2m,8:10,54.44
May 2004,17-18/05/2004,Open area 2m,8:20,118.6
May 2004,17-18/05/2004,Open area 2m,8:30,198.5
May 2004,17-18/05/2004,Open area 2m,8:40,317.45
May 2004,17-18/05/2004,Open area 2m,8:50,278.88
May 2004,17-18/05/2004,Open area 2m,9:00,301.12
May 2004,17-18/05/2004,Open area 2m,9:10,368.64
May 2004,17-18/05/2004,Open area 2m,9:20,390.87
May 2004,17-18/05/2004,Open area 2m,9:30,410.94
May 2004,17-18/05/2004,Open area 2m,9:40,427.14
May 2004,17-18/05/2004,Open area 2m,9:50,458.82
May 2004,20-21/05/2004,Open area 2m,10:00,628.6
May 2004,20-21/05/2004,Open area 2m,10:10,679.2
May 2004,20-21/05/2004,Open area 2m,10:20,732.5
May 2004,20-21/05/2004,Open area 2m,10:30,792.0
May 2004,20-21/05/2004,Open area 2m,10:40,836.8
May 2004,20-21/05/2004,Open area 2m,10:50,875.9
May 2004,20-21/05/2004,Open area 2m,11:00,910.4
May 2004,20-21/05/2004,Open area 2m,11:10,944.0
May 2004,20-21/05/2004,Open area 2m,11:20,976.6
May 2004,20-21/05/2004,Open area 2m,11:30,1003.0
May 2004,20-21/05/2004,Open area 2m,11:40,1004.0
May 2004,20-21/05/2004,Open area 2m,11:50,1025.0
May 2004,20-21/05/2004,Open area 2m,12:00,1047.0
May 2004,20-21/05/2004,Open area 2m,12:10,1065.0
May 2004,20-21/05/2004,Open area 2m,12:20,1080.0
May 2004,20-21/05/2004,Open area 2m,12:30,1091.0
May 2004,20-21/05/2004,Open area 2m,12:40,1101.0
May 2004,20-21/05/2004,Open area 2m,12:50,1109.0
May 2004,20-21/05/2004,Open area 2m,13:00,1111.0
May 2004,20-21/05/2004,Open area 2m,13:10,1108.0
May 2004,20-21/05/2004,Open area 2m,13:20,1105.0
May 2004,20-21/05/2004,Open area 2m,13:30,1099.0
May 2004,20-21/05/2004,Open area 2m,13:40,1087.0
May 2004,20-21/05/2004,Open area 2m,13:50,1076.0
May 2004,20-21/05/2004,Open area 2m,14:00,1057.0
May 2004,20-21/05/2004,Open area 2m,14:10,1041.0
May 2004,20-21/05/2004,Open area 2m,14:20,434.5
May 2004,20-21/05/2004,Open area 2m,14:30,82.25
May 2004,20-21/05/2004,Open area 2m,14:40,710.1
May 2004,20-21/05/2004,Open area 2m,14:50,1058.0
May 2004,20-21/05/2004,Open area 2m,15:00,937.3
May 2004,20-21/05/2004,Open area 2m,15:10,1063.0
May 2004,20-21/05/2004,Open area 2m,15:20,982.3
May 2004,20-21/05/2004,Open area 2m,15:30,790.1
May 2004,20-21/05/2004,Open area 2m,15:40,635.7
May 2004,20-21/05/2004,Open area 2m,15:50,578.0
May 2004,20-21/05/2004,Open area 2m,16:00,240.0
May 2004,20-21/05/2004,Open area 2m,16:10,113.3
May 2004,20-21/05/2004,Open area 2m,16:20,107.7
May 2004,20-21/05/2004,Open area 2m,16:30,94.67
May 2004,20-21/05/2004,Open area 2m,16:40,121.4
May 2004,20-21/05/2004,Open area 2m,16:50,139.2
May 2004,20-21/05/2004,Open area 2m,17:00,88.86
May 2004,20-21/05/2004,Open area 2m,17:10,63.37
May 2004,20-21/05/2004,Open area 2m,17:20,62.9
May 2004,20-21/05/2004,Open area 2m,17:30,77.39
May 2004,20-21/05/2004,Open area 2m,17:40,60.76
May 2004,20-21/05/2004,Open area 2m,17:50,36.44
May 2004,20-21/05/2004,Open area 2m,18:00,24.08
May 2004,20-21/05/2004,Open area 2m,18:10,12.64
May 2004,20-21/05/2004,Open area 2m,18:20,4.156
May 2004,20-21/05/2004,Open area 2m,7:20,0.005326
May 2004,20-21/05/2004,Open area 2m,7:30,0.08228
May 2004,20-21/05/2004,Open area 2m,7:40,2.24
May 2004,20-21/05/2004,Open area 2m,7:50,8.0
May 2004,20-21/05/2004,Open area 2m,8:00,17.13
May 2004,20-21/05/2004,Open area 2m,8:10,26.67
May 2004,20-21/05/2004,Open area 2m,8:20,35.51
May 2004,20-21/05/2004,Open area 2m,8:30,75.08
May 2004,20-21/05/2004,Open area 2m,8:40,85.06
May 2004,20-21/05/2004,Open area 2m,8:50,77.94
May 2004,20-21/05/2004,Open area 2m,9:00,280.7
May 2004,20-21/05/2004,Open area 2m,9:10,385.0
May 2004,20-21/05/2004,Open area 2m,9:20,433.8
May 2004,20-21/05/2004,Open area 2m,9:30,472.2
May 2004,20-21/05/2004,Open area 2m,9:40,522.4
May 2004,20-21/05/2004,Open area 2m,9:50,578.6
May 2004,23-24/05/2004,Open area 2m,10:00,614.4
May 2004,23-24/05/2004,Open area 2m,10:10,681.1
May 2004,23-24/05/2004,Open area 2m,10:20,745.2
May 2004,23-24/05/2004,Open area 2m,10:30,776.6
May 2004,23-24/05/2004,Open area 2m,10:40,788.7
May 2004,23-24/05/2004,Open area 2m,10:50,823.5
May 2004,23-24/05/2004,Open area 2m,11:00,863.5
May 2004,23-24/05/2004,Open area 2m,11:10,895.7
May 2004,23-24/05/2004,Open area 2m,11:20,929.9
May 2004,23-24/05/2004,Open area 2m,11:30,960.3
May 2004,23-24/05/2004,Open area 2m,11:40,982.3
May 2004,23-24/05/2004,Open area 2m,11:50,1005.0
May 2004,23-24/05/2004,Open area 2m,12:00,1026.0
May 2004,23-24/05/2004,Open area 2m,12:10,1043.0
May 2004,23-24/05/2004,Open area 2m,12:20,1059.0
May 2004,23-24/05/2004,Open area 2m,12:30,1070.0
May 2004,23-24/05/2004,Open area 2m,12:40,1079.0
May 2004,23-24/05/2004,Open area 2m,12:50,1085.0
May 2004,23-24/05/2004,Open area 2m,13:00,1088.0
May 2004,23-24/05/2004,Open area 2m,13:10,1080.0
May 2004,23-24/05/2004,Open area 2m,13:20,1066.0
May 2004,23-24/05/2004,Open area 2m,13:30,1066.0
May 2004,23-24/05/2004,Open area 2m,13:40,1065.0
May 2004,23-24/05/2004,Open area 2m,13:50,1040.0
May 2004,23-24/05/2004,Open area 2m,14:00,840.2
May 2004,23-24/05/2004,Open area 2m,14:10,860.2
May 2004,23-24/05/2004,Open area 2m,14:20,218.2
May 2004,23-24/05/2004,Open area 2m,14:30,850.9
May 2004,23-24/05/2004,Open area 2m,14:40,729.4
May 2004,23-24/05/2004,Open area 2m,14:50,901.2
May 2004,23-24/05/2004,Open area 2m,15:00,874.7
May 2004,23-24/05/2004,Open area 2m,15:10,842.1
May 2004,23-24/05/2004,Open area 2m,15:20,804.6
May 2004,23-24/05/2004,Open area 2m,15:30,764.0
May 2004,23-24/05/2004,Open area 2m,15:40,724.1
May 2004,23-24/05/2004,Open area 2m,15:50,678.0
May 2004,23-24/05/2004,Open area 2m,16:00,630.8
May 2004,23-24/05/2004,Open area 2m,16:10,582.4
May 2004,23-24/05/2004,Open area 2m,16:20,424.6
May 2004,23-24/05/2004,Open area 2m,16:30,94.2
May 2004,23-24/05/2004,Open area 2m,16:40,87.26
May 2004,23-24/05/2004,Open area 2m,16:50,74.82
May 2004,23-24/05/2004,Open area 2m,17:00,62.71
May 2004,23-24/05/2004,Open area 2m,17:10,58.11
May 2004,23-24/05/2004,Open area 2m,17:20,53.56
May 2004,23-24/05/2004,Open area 2m,17:30,48.24
May 2004,23-24/05/2004,Open area 2m,17:40,39.28
May 2004,23-24/05/2004,Open area 2m,17:50,28.71
May 2004,23-24/05/2004,Open area 2m,18:00,16.92
May 2004,23-24/05/2004,Open area 2m,18:10,7.962
May 2004,23-24/05/2004,Open area 2m,18:20,2.744
May 2004,23-24/05/2004,Open area 2m,7:20,0.02343
May 2004,23-24/05/2004,Open area 2m,7:30,0.2408
May 2004,23-24/05/2004,Open area 2m,7:40,1.806
May 2004,23-24/05/2004,Open area 2m,7:50,7.818
May 2004,23-24/05/2004,Open area 2m,8:00,16.86
May 2004,23-24/05/2004,Open area 2m,8:10,26.49
May 2004,23-24/05/2004,Open area 2m,8:20,35.25
May 2004,23-24/05/2004,Open area 2m,8:30,41.76
May 2004,23-24/05/2004,Open area 2m,8:40,47.52
May 2004,23-24/05/2004,Open area 2m,8:50,101.6
May 2004,23-24/05/2004,Open area 2m,9:00,205.8
May 2004,23-24/05/2004,Open area 2m,9:10,300.2
May 2004,23-24/05/2004,Open area 2m,9:20,365.8
May 2004,23-24/05/2004,Open area 2m,9:30,422.5
May 2004,23-24/05/2004,Open area 2m,9:40,475.4
May 2004,23-24/05/2004,Open area 2m,9:50,552.0
Jul 2004,29-30/07/2004,AFS 1.2m,10:00,9.64
Jul 2004,29-30/07/2004,AFS 1.2m,10:10,21.09
Jul 2004,29-30/07/2004,AFS 1.2m,10:20,23.5
Jul 2004,29-30/07/2004,AFS 1.2m,10:30,28.95
Jul 2004,29-30/07/2004,AFS 1.2m,10:40,32.05
Jul 2004,29-30/07/2004,AFS 1.2m,10:50,35.75
Jul 2004,29-30/07/2004,AFS 1.2m,11:00,19.26
Jul 2004,29-30/07/2004,AFS 1.2m,11:10,17.04
Jul 2004,29-30/07/2004,AFS 1.2m,11:20,15.65
Jul 2004,29-30/07/2004,AFS 1.2m,11:30,14.88
Jul 2004,29-30/07/2004,AFS 1.2m,11:40,9.6
Jul 2004,29-30/07/2004,AFS 1.2m,11:50,21.13
